title,summary,tags,topic,confidence,low_confidence,compression_ratio,original_length,summary_length
"Railways to launch 2 Amrit Bharat trains from Uttar Pradesh on April 28 – check routes, stoppages"," Indian Railways set to launch two new Amrit Bharat Express trains from Uttar Pradesh . The two new trains will operate between Banaras and Hadapsar, and Ayodhya Cantt and Lokmanya Tilak Terminus (LTT) These trains offer a travel experience comparable to theVande Bharat .",bharat|rail|hadapsar|express|02531,Business,0.2574,True,0.1147,2371,272
Centre allows American India Foundation to receive foreign funding," The American India Foundation (AIF) Trust has been granted registration under the Foreign Contribution (Regulation) Act (FCRA) The move will enable it to receive foreign funding for its initiatives . Earlier this month, MHA also granted FCRA registration for Babhya Pradesh godman Dhirendra Krishna Shastri's Baba Bageshwar Dham .",ngos|shastri|antecedents|2026|online,Politics,0.3207,True,0.1418,2335,331
"Drug crackdown in Kashmir: 20 hotspots raided in Anantnag, properties of ‘kingpins’ under scanner", Police conducted raids targeting drug distribution networks across south Kashmir’s Anantnag district . Move comes amid aJammu& Kashmir-wide crackdown on drug networks led by the administration . Lieutenant Governor Manoj Sinha launched the ‘Drug-Free J&K’ campaign in Jammu on April 11 .,drug|jammu|ascertain|phases|launching,Politics,0.2709,True,0.1947,1479,288
"Exclusive: Decomposed samples, broken custody chain, and evidence that wasn’t – Bhopal ‘cow slaughter’ case unravels", Bhopal Municipal Corporation got embroiled in a major controversy over allegations that a slaughterhouse that operated under a public-private partnership had slaughtered cows . Police seized meat from a refrigerated truck in December last year based on allegations raised by a group called Ma Bhawani Sangathan that the slaughterhouse at Jinsi was slaughtering cows and passing it off as buffalo meat .,meat|seized|bhopal|evidentiary|weighing,Business,0.2812,True,0.0561,7178,403
"‘Remember the name: Telangana Rashtra Sena’ — With new party, Kavitha revives TRS name, takes on KCR and rivals"," Kalvakuntla Kavitha launched her party Telangana Rashtra Sena (TRS) Saturday morning . She is the daughter of former Chief Minister and Bharat Rashtra Samithi (BRS) supremo K Chandrashekar Rao . She quit the BRS party seven months ago, over differences with her brother and BRS working president K Taraka Rama Rao .",telangana|rashtra|invoking|brs|months,Politics,0.4603,True,0.0844,3744,316
‘Significant morale booster for BJP in Punjab’," BJP welcomed seven AAP Rajya Sabha MPs to its fold on Friday . Political observers say it will strengthen the party when it comes to public perception and enhance its negotiating leverage for a possible pre-poll alliance with the Akalis for the 2027 Punjab elections . BJP national general secretary Tarun Chugh, a crucial link to the party’s organisation in Punjab, termed it “a historic day for Punjab”",bjp|viksitbharat2047|aboutarvind|observers|significant,Politics,0.7424,False,0.2192,1848,405
Instagram user posted video alleging VIP bias in Kedarnath devotee’s death. He now faces FIR," The Uttarakhand Police registered a case against an Instagram content creator for allegedly “spreading false information” in connection with the death of a devotee at Kedarnath on Wednesday . The content creator, Nitin Soni, runs a page called “thecurlypoet” with 8 lakh followers . He has accused the government of taking down his original post .",alleging|kedarnath|facilities|vigilance|353,Business,0.302,True,0.1043,3335,348
Saudi job to Op Sarp Vinash: J&K man who had key role in 2003 strike on terror stronghold dies at 63," Fazal Tahir, a Muslim Gujjar, died of a heart attack in Uttarakhand and was laid to rest in his native Murrah village . He was instrumental in the Indian Army's Operation Sarp Vinash, an exercise to purge Hilkaka of terrorists who had established a parallel state there . Tahir was a Special Police Officer in Jammu& Kashmir Police .",hilkaka|tahir|posthumously|tehsil|terrorism,Business,0.3146,True,0.0898,3719,334
"‘We agreed to stop buying oil from Iran, Russia… tariffs’: RSS’s Madhav expresses surprise at strain in India-US ties", Ram Madhav spoke at a panel discussion at the Hudson Institute in Washington on Thursday . He said the three pillars underpinning the India-US relationship were under stress . He flagged anxiety within the Indian diaspora over remarks such as ‘hell hole’ and ‘laptop-wielding charlatans’,tariffs|madhav|rss|delhi|agreed,Politics,0.3234,True,0.0639,4504,288
"Rahul Gandhi opposed Raj Kumar Goel’s name, gave three alternatives for CIC post: DoPT documents"," Leader of Opposition in the Lok Sabha Rahul Gandhi dissented over the selection of Raj Kumar Goel as Chief Information Commissioner (CIC) However, the selection committee headed by Prime Minister Narendra Modi proceeded with Goel’s recommendation during its meeting on December 10 last year . All shortlisted candidates were serving or retired IAS officers .",raj|dawra|goel|directive|shortlist,Politics,0.486,True,0.1446,2482,359
Former CEA Ashok Lahiri to be Niti Aayog vice-chairman," Renowned economist Ashok Lahiri and scientist Gobardhan Das named as Niti Aayog vice-chairman and member . Lahiri is a BJP MLA in West Bengal and is a former chief economic advisor to the government of India . Das is the director of the Indian Institute of Science Education and Research (IISER),Bhopal .",nehru|policymaking|aayog|odds|pathogenesis,Politics,0.4734,True,0.0938,3250,305
Rahul Gandhi to begin 3-day visit to Andaman and Nicobar Islands tomorrow, Leader of Opposition in Lok Sabha Rahul Gandhi will embark on a three-day visit to Andaman and Nicobar Islands starting Sunday . The Congress leader’s visit comes in the backdrop of his meeting with members of the Great Nicobar tribal council last month . The tribal council had invited him to the island during this meeting .,nicobar|sabha|ecology|briefing|hope,Politics,0.4502,True,0.293,1116,327
Jal Shakti Ministry PSUs refer corruption cases against their officials to CBI, Water and Power Consultancy Services (WAPCOS) and the National Projects Construction Corporation Limited (NPCC) wrote on April 24 to the CBI to investigate and file FIRs . The NPCC has referred to CBI for investigation into alleged “corrupt practice and demand of money against works” involving one of its Executive Director Dharmendra Mudgal .,corruption|cbi|cpse|agrawal|works,Business,0.3809,True,0.1473,2342,345
"West Asia conflict: No BRICS consensus on war, India’s Chair summary notes ‘deep concern’", India has not been able to forge a consensus among the BRICS grouping on the US-Israel war on Iran . Delhi issued a Chair’s summary on Friday and said that “members expressed deep concern on the recent conflict in the Middle East [West Asia] and offered views and assessments on the matter” The BRICS Foreign ministers’ meeting on May 14-15 is likely to be held in India .,multilateral|israeli|2023|talks|offered,Politics,0.6277,False,0.0894,4173,373
"AAP moves to disqualify Raghav Chadha, rebel MPs after BJP switch"," AAP leader Sanjay Singh says he will write to the Chairman of the Rajya Sabha seeking their disqualification . The development follows a major political setback for AAP, with seven of itsRajya Sabha MPs resigning from the party . More than two-thirds of the party’s Upper House MPs have quit and will join the BJP as a faction .",bjp|afterraghav|relinquishing|documentation|confirmed,Politics,0.6904,False,0.1849,1779,329
"Extreme events could impact 36% of land animal habitats by 2085, says new study"," By 2050, 74% of animal habitats on land will be exposed to heatwaves, 16% to wildfire, 8% to droughts, and 3% to floods . Extreme climate events can have devastating impacts on terrestrial biodiversity, study says . Biodiversity hotspots such as the Amazon, tropical Africa and Southeast Asia will see a sharp increase in frequency of these extreme events .",climate|vertebrates|000|analysed|benefits,Business,0.2447,True,0.1192,3004,358
Goa row: YouTuber detained in Himachal over remarks on St Francis Xavier; crime branch to bring him back," Gautam Khattar has been detained by Himachal Pradesh Police from Kullu . He was booked for allegedly hurting religious sentiments for making derogatory remarks against St Francis Xavier . Police had lodged a case against him under sections 299 (deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs)",detained|mahasangh|gautam|saint|xavier,Technology,0.2762,True,0.1244,3023,376
"In major setback to AAP, seven of its 10 Rajya Sabha MPs cross over to BJP"," Seven of AAP's 10 Rajya Sabha members cross over to the BJP, creating ripples in political circles . The AAP reacted angrily, calling it a “betrayal” and another “Operation Lotus” of the BJP . With the “merger’s’ of the AAP faction, the BJP strength in the 245-member Sabha is set to rise to 113 .",bjp|aap|merge|documentation|elevating,Politics,0.6859,False,0.0834,3573,298
"Heatwave alert: IMD warns of 45 degrees in north, central India over next 3 days"," An intense heatwave is likely to grip the plains of northwest and central India over the next 3–4 days . Maximum temperatures across northwest, central, and parts of peninsular India have remained significantly high . Highest temperature recorded was 44.5°C in Sri Ganganagar (Rajasthan), the IMD said .",temperature|telangana|eastern|including|stay,Business,0.253,True,0.0957,3176,304
"70-year-old in Madhya Pradesh abducted, beaten, forced to drink urine after son ‘elopes’ with minor"," A 70-year-old man was abducted, beaten and forced to drink urine by a group of 10–12 men . The incident took place on March 7, but came to light after a video of the assault was circulated on social media . Police say the complaint was connected to an earlier case where his son had taken away a minor girl .",assaulted|madhya|urine|forcing|confirmed,Business,0.2572,True,0.1238,2496,309
3 killed in 2 gunfights as fresh tensions erupt in Manipur’s Ukhrul," A Tangkhul man, identified as Horshokmi Jamang (29), a resident of Chatric Khullen village in Kamjong district, was killed in the gunfight . Police said that another gunfight broke out close by, in Mullam village in Ukhrul district, in a Kuki-inhabited village .",tangkhul|mullam|gunfights|paominlun|broke,Politics,0.4381,True,0.1261,2086,263
"From Manipur and Mizoram to Tel Aviv, 240 from ‘lost tribe’ make their way to Israel"," The B’nei Menashe are a Jewish community among the Mizo and Kuki tribal communities of Manipur and Mizoram . They believe they are descendants of one of the ‘ten lost tribes of Israel’ They are not considered Jewish under Israeli law, and therefore their relocation to Israel required special authorisation . The new immigrants will be settled in various parts of northern Israel .",aviv|migration|tribal|mizoram|confirmed,Politics,0.2648,True,0.1708,2237,382
73 Opposition MPs sign fresh notice to remove Gyanesh Kumar as CEC, The Opposition submitted a fresh notice signed by 73 MPs in Rajya Sabhaseeking a motion to remove CEC Kumar . The notice was submitted to the Rajya Sabha Secretary General by Congress MP Jairam Ramesh and TMC MP Sagarika Ghose . The first charge against Kumar is regarding the “partisan asymmetry” in the enforcement of the Model Code of Conduct .,cec|alleged|kerala|disenfranchisement|functionary,Politics,0.4252,True,0.0731,4763,348
RBI cancels Paytm Payments Bank licence, The Reserve Bank of India has cancelled the banking licence issued to Paytm Payments Bank Limited . The bank is severely limited to processing withdrawals of existing deposits and facilitating loan referrals . Paytm had obtained a limited banking license in ‌August 2015 (backed by One 97 Communications),paytm|banking|cancelled|ant|severely,Business,0.7015,False,0.31,984,305
‘BJP has jolted Punjabis’: Arvind Kejriwal’s first reaction after Raghav Chadha exit," AAP MP Raghav Chadha announced that he, along with other party MPs, would merge with the Bharatiya Janata Party . Punjab Chief Minister Bhagwant Mann said that the BJP is a party of “useless leaders” Mann said the people who are leaving AAP are “gaddaars” (traitors) Mann said, “Punjabis are with AAP.”",bjp|aap|merge|wholeheartedly|useless,Politics,0.5627,True,0.1516,1999,303
Raghav Chadha leads big mutiny. What this means for AAP, Raghav Chadha announced on Friday that he and six of the AAP MPs in the Upper House had “merged the party with the BJP” The AAP has 10 Members in the Rajya Sabha – seven from Punjab and three from Delhi . Seven AAP MPs met BJP chief Nitin Nabin at the party headquarters .,bjp|nabin|sandeep|residence|confirmed,Politics,0.5031,True,0.1075,2539,273
ED raids expose foreign debit card network linked to unregistered group, The Enforcement Directorate has uncovered a suspected cross-border financial network involving the use of foreign bank debit cards to withdraw large sums of cash across India . The discovery was made following raids at six locations across multiple states on April 18 and 19 . The Timothy Initiative (TTI) in India is not registered under the Foreign Contribution (Regulation) Act (FCRA),debit|allegedly|initiative|chhattisgarh|atbengaluruinternational,Business,0.3087,True,0.1648,2355,388
"Bihar CM Samrat Choudhary wins trust vote, Tejashwi says BJP ‘finished Nitish ji’"," Chief Minister Samrat Choudhary wins confidence vote of confidence in Bihar Assembly . Opposition leader Tejashwi Yadav questions the need for a special session . Yadav warns the Chief Minister to guard his position carefully, suggesting there were others in the BJP eyeing it . Chaudhary says the mandate ultimately came from the people .",bjp|yadav|slogan|2025|dismissing,Politics,0.6133,False,0.0565,6016,340
"‘Punjab will not forget these 7 traitors’: AAP after Raghav Chadha, 6 others quit party"," Raghav Chadha, Ashok Mittal, Sandeep Pathak, and 4 other AAP MPs quit the party . Party leader Sanjay Singh said Punjab will “never forget these traitors who stabbed the people in the back” Singh further attacked the BJP, saying the party was conducting “Operation Lotus’s” ahead of the Punjab elections to break the AAP . Singh further said: “The people of Punjab should remember these 7 names. The people will never forget them”",bjp|sandeep|stabbed|arvind|say,Politics,0.4696,True,0.1459,2955,431
"Split-AAP: Raghav Chadha leads revolt, joins BJP with 6 MPs"," AAP Rajya Sabha MP Raghav Chadha has joined the BJP along with Ashok Mittal and Sandeep Pathak . Chadha said, “We have decided that we, the two-third members belonging to the AAP, merge ourselves with the BJP’s.”",bjp|raghav|sandeep|debating|properties,Politics,0.5738,True,0.1074,1983,213
9 charges of ‘proven misbehaviour’: Opposition files fresh notice to remove CEC Gyanesh Kumar," The Opposition submitted a fresh notice in Rajya Sabha seeking the removal of Chief Election Commissioner Gyanesh Kumar, listing nine charges of “proven misbehaviour” and backed by 73 MPs from multiple parties . The first charge against Kumar is “continued partisan asymmetry in the enforcement of the model code of conduct” The second charge is ‘partisan and public denunciation of a recognised political party on the official social media handle of the Election Commission’s “straight-talk” post .",removal|cec|bjp|safeguard|asymmetry,Politics,0.5499,True,0.1084,4613,500
"Top News Headlines of April 24, 2026 | Trump dispatches Witkoff, Kushner to Pakistan for new talks with Iran’s foreign minister, JD Vance won’t attend: White House"," Trump dispatches Witkoff, Kushner to Pakistan for new talks with Iran’s foreign minister . JD Vance won’t attend: White House won't attend; JD Vance will not attend; White House says he won't be in Pakistan .",2026|news|witkoff|jd|house,Politics,0.7419,False,1.2822,163,209
Congress leader’s 19-year-old son shot dead in midnight attack on their Chhattisgarh home, The 19-year-old son of Congress leader Sammelal Kashyap was shot dead in Chhattisgarh's Janjgir-Champa district . His younger son was injured in the attack by three gunmen who barged into their home . The incident occurred around 12.30 am in Karhi village at the residence of Congress block-level leader . The family runs a business supplying cement and sand for construction work .,gunmen|chhattisgarh|ayush|son|opened,Business,0.7233,False,0.1935,1979,383
"‘Bengal first, Delhi next’: Mamata’s warning to BJP ahead of phase 2 polls"," West Bengal Chief Minister Mamata Banerjee hinted that after the elections are over she will be targeting Delhi . She said: “Not only will there be destruction in Bengal, but the BJP will also have to be removed from Delhi…” She alleged that Modi’s stop to eatjhal muriin Jhargram was carefully orchestrated .",bengal|muriwas|orchestrated|infiltrators|citizenship,Politics,0.6119,False,0.1104,2808,310
‘What is PM scared of?’ Opposition slams Modi’s silence over Trump’s ‘hellhole’ remark support, Congress national president and Leader of Opposition in Rajya SabhaMallikarjun Kharge criticised Prime Minister Narendra Modi for his silence over the matter . Kharge also wondered what PM Modi is scared of. “Indians have played a vital role in America’s success. Modi ji remains absolutely mum on these ridiculous utterances.” Trinamool Congress MPMahua Moitra asked if he would register a protest against Trump for calling India a “hell hole” and all Indians “gangsters with laptops”,modi|tariffs|mocking|kharge|reposted,Politics,0.677,False,0.1307,3718,486
‘Custodial interrogation needed to track associates’: Why Gauhati HC rejected Pawan Khera’s anticipatory bail plea," Gauhati High Court rejects Pawan Khera’s anticipatory bail plea in connection with an FIR registered against him based on a complaint by Assam Chief MinisterHimanta Biswa Sarma's wife, Riniki Bhuyan Sarma . Assam Advocate General Devajit Saikia argued that the police have already detected that the documents he based his claims on are false . The court noted that the Advocate General “seems to have force in it” with the petitioner not making any claims that police have fabricated claims .",khera|passports|interrogation|allegedly|properties,Politics,0.3073,True,0.1198,4114,493
Nitish’s heir apparent puts himself ‘under probation’: Why Nishant is in no rush for a title," Nishant Kumar has been seen as the long-term leader of the JD(U) However, he has not yet taken up any key post in the party . Nishant is set to embark on a yatra across Bihar from West Champaran next month .",jd|bihar|resignation|balancing|functionaries,Politics,0.6616,False,0.0798,2605,208
"Manipur again on the boil around them, bodies of two children wait for ‘justice’"," Five-year-old Tomthin and five-month-old Yaisana died together, instantly, in their sleep in Bishnupur . Their mother, Binita, 37, suffered splinter injuries and has moved to her parents’ home in Imphal East to recuperate, away from the media glare . Five suspected cadres of the United Kuki National Army have been arrested and their role is being investigated .",jawan|children|happened|intervening|weeks,Politics,0.3595,True,0.0801,4545,364
"China in mind, India and Japan move to deepen defence ties"," Japan relaxed restrictions on its arms exports, and this is seen as a major departure from the pacifism that has characterised its post-World War II defence policy . Restrictions that limit arms exports to just five categories – rescue, transport, warning, surveillance and minesweeping – will be lifted . This means Japan can now sell lethal weapons to the 17 countries with which it has defence agreements .",exports|cautious|takaichi|entities|pacifism,Politics,0.3927,True,0.1831,2239,410
"India, UK vow cooperation amid ‘turbulent geopolitical environment’", National Security Advisor Ajit Doval held extensive talks with his British counterpart Jonathan Powell . The two sides agreed to further strengthen the India-UK Comprehensive Strategic Partnership against the backdrop of a “turbulent geopolitical environment” Doval highlighted that dialogue and diplomacy was the only way forward to resolve the conflict .,nsa|strategic|doval|odisha|agreed,Technology,0.876,False,0.1592,2243,357
"Kharge’s remarks on Modi: Congress alleges EC issuing ‘casual’ notices, seeks time to reply"," Election Commission issued a show-cause notice to Congress president Mallikarjun Kharge over his alleged remarks on Prime Minister Modi . The Congress party sought a hearing and more time to file a detailed reply to the poll panel . The party also alleged that issuing the notice showed “non-application of mind’ by the EC’s poll panel, despite “knowing the hectic election schedule”",modi|notices|kharge|terrorising|routine,Technology,0.3353,True,0.1289,2979,384
Indians no longer need transit visas for layover flights via France," The exemption applies to Indian nationals transiting through France to board a connecting flight, without leaving the international zone of the airport . The move follows an announcement by French President Emmanuel Macron during his visit to India in February, that measures would be taken to ease Indian nationals’ travel via France .",transit|passport|emmanuel|2026|agreed,Politics,0.4654,True,0.1573,2142,337
‘Party gave me lesson’: BJP MLA apologises for remarks against cop after son ‘rammed Thar into 5 people’," Mahdya Pradesh BJP MLA Pritam Singh Lodhi has issued a public apology and said he would abide by the party’s decision in the matter . The apology comes after days of escalating statements by the MLA, including a threat to mobilise 10,000 people and fill the residence of Karera SDOP Ayush Jakhad with cow dung, and earlier remarks challenging the officer's authority .",bjp|apologise|son|yadavand|officerinvestigatinghis,Politics,0.4832,True,0.1197,3083,369
"Tragedy after funeral in Uttarakhand: Vehicle falls 300 metres as driver loses control at curve, 8 killed"," Eight people were killed, and two were injured after a vehicle fell into a gorge in Uttarakhand’s Tehri Garhwal on Thursday . The vehicle fell about 300 metres down into the gorge at around 3 pm . The group was returning to Ghansali after attending a funeral in Rishikesh .",accident|occupants|dhamihas|ankit|curve,Technology,0.3041,True,0.1409,1945,274
‘It will be a message of stability in a turbulent world’: New Delhi to host fourth India-Africa Forum Summit next month," New Delhi will host the fourth India-Africa Forum Summit next month . The event will bring together leaders from across the African continent and charting a roadmap for further cooperation between the two sides across various sectors . External Affairs Minister S Jaishankar said the two regions are not merely partners in development, but also “in shaping a better world”",summit|geopolitical|external|indian|2026,Politics,0.5137,True,0.0765,4877,373
"2 rapes and a murder in span of hours, Alwar village left with more questions than answers"," Rahul Meena, 23, is accused of raping two women and murdering one of them in Delhi . Meena was arrested for killing an IRS officer’s daughter at their family home in Delhi on April 22 . He used to work at their residence before he was let go earlier this year . Police say he used a screwdriver to open the safe before stealing in cash .",meena|rajasthan|assaulted|completed|fingerprints,Politics,0.2529,True,0.0831,4068,338
Over 96% polling in Bengal seat with highest SIR deletions in Phase 1," In West Bengal, where 152 of the total 294 Assembly seats went to polls in the first phase, the turnout was 92.88%, according to the ECINET app data around midnight . In Tamil Nadu, according to ECINNET app data, the turnout was 85.15% . While women voters recorded 85.76% polling on Thursday, male voters recorded 83.57% .",bengal|electors|percentage|intamil|returning,Politics,0.3731,True,0.0739,4382,324
"Ahead of Bihar floor test, NDA asserts ‘brute majority’ under Samrat Choudhary", Deputy Chief Minister Vijay Kumar Choudhary said the “Nitish Kumar-blessed government” has a brute majority in the House . The National Democratic Alliance won 202 of 243 seats in the 2025 Assembly polls . He said the new government will stick to policies followed by the Nitish Kumar government .,kumar|polls|initiatives|2025|know,Politics,0.4661,True,0.1635,1823,298
‘In poor taste’: MEA hits back at MAGA influencer’s comment reposted by Trump," US President Donald Trump reposted a comment by a prominent MAGA influencer and supporter calling India and China “hellhole on the planet” India on Thursday said this was “uninformed”, “inappropriate” and ‘in poor taste” The US Embassy sought to control the damage by putting out a message that Trump believes India is a “great” country led by a ‘good friend of mine”",immigration|criticised|pregnancy|reposted|randhir,Politics,0.3419,True,0.1186,3102,368
"Sibling rivalry, mystery death, black magic: Behind an Odisha businessman’s murder"," Businessman Sudhir Kumar Patra, 47, was abducted in Odisha's Gopalpur on April 15 . Police recovered his decomposed body a week later on the side of a road leading to a jungle . Investigators say they cracked the case by connecting the dots between an earlier untimely death in the family, the suspicion of black magic, business rivalry between two brothers, and a revenge plot .",kumar|patra|ransom|happened|handover,Business,0.5681,True,0.1087,3496,380
Summer vacation 2026: Railways adds 132 coaches to 104 trains to ease rush – Full list," The North Western Railway has added 132 extra coaches to 104 trains to ease passenger rush . This augmentation will generate additional berths, further improving the chances of ticket confirmation . A total of 908 summer special trains have been approved for operation between April 15 and July 15, 2026 .",trains|thenorth|special|augmentation|2026,Technology,0.3472,True,0.4215,726,306
"In today’s interconnected world, partnerships are not optional but essential: Rajnath in Germany"," Indian companies keen to engage with German firms for co-development and co-production in areas such as advanced radar technology, multi-sensors, AI-enabled Unmanned Aerial Systems, Sonobuoys and High Power Low Frequency Underwater Transmitters . Singh is currently on athree-day official visit to Germany .",partnership|berlin|indian|sensors|highlighting,Technology,0.3749,True,0.0703,4379,308
"Mitigate arsenic & fluoride contamination in groundwater, NGT tells states"," The National Green Tribunal (NGT) has instructed the state governments to mitigate the arsenic and fluoride contamination of groundwater . The court has also directed the Central Ground Water Authority (CGWA) to regularly monitor the mitigation measures adopted across states . Consumption of the arsenic through drinking water is a major health concern, causing arsenicosis .",arsenic|tribunal|cgwa|impacts|regularly,Technology,0.2922,True,0.1268,2973,377
"Banaras-Hadapsar Amrit Bharat Express: Train number, route, stoppages, frequency, time table"," The new Amrit Bharat Express will run between Banaras and Hadapsar (Pune) The new train is expected to offer affordable service for passengers from lower and lower-middle income category . The train will have 22 coaches comprising Sleeper, General Second Class and others .",hadapsar|railwayshas|express|22590|return,Technology,0.2767,True,0.1821,1505,274
"Delhi sizzles under heatwave grip, relief unlikely this week as IMD maintains 44°C warning"," Delhi-NCR is heading into an intense spell of heat, with temperatures already soaring past seasonal norms . Maximum temperatures are expected to climb by 1-2°C over the next two days . The mercury has already been hovering between 40C and 42C, with Safdarjung recording 40.7°C, about 3C above normal . The heatwave is likely to persist over the weekend and some relief may be possible next week .",temperatures|delhi|easing|outlook|risks,Business,0.2404,True,0.139,2856,397
‘Life term or death’: NCB warns Indians travelling to Maldives after it toughens drug laws," Narcotics Control Bureau issues strong advisory to Indian citizens travelling to or visiting Maldives . Maldives recently strengthened anti-narcotics laws impose life imprisonment and death penalty for drug-related offences . Recent arrests of foreign nationals, including Indian citizens, in the Maldives for drug offences prompted the alert .",maldives|trafficking|bureau|harsher|added,Technology,0.2694,True,0.214,1612,345
"UP’s Shekha Jheel joins Ramsar List, India nears milestone of 100 sites"," Uttar Pradesh has also emerged as the leading state in India for Ramsar-designated wetlands, now boasting 12 such sites . The total number of wetlands recognized internationally now stands at 99 . Yadav hailed Prime Minister Narendra Modi for leading the country’s ecosystem restoration mission .",wetlands|uttar|unique|hcgi1zfiv4|boasting,Politics,0.3618,True,0.1103,2692,297
"Mahila thana to Rs 36,000 women’s allowance: PM Modi announces ’10 guarantees’ ahead of Bengal phase 2 polls"," Prime Minister Narendra Modi addressed a poll rally in West Bengal’s Krishnanagar in Nadia district ahead of the second phase of polling . He pledged a set of ten guarantees, which aims to empower the women and children, if it comes to power . These guarantees include direct cash transfers of Rs 36,000 to women's bank accounts in a single year, financial assistance of Rs 50,000 for young women for their graduation .",modi|guarantees|turnout|lakhs|congratulating,Politics,0.4354,True,0.1379,3046,420
"NEET UG 2026: NTA flags West Asia conflict, poll clash as key challenges"," National Testing Agency Director General Abhishek Singh said the challenge for the Agency this year will be to conduct the NEET-UG exam in West Asia and in poll-bound states, with the counting of votes scheduled for the day after the exam . Singh, a 1995-batch IAS officer who took charge as NTA Director General earlier this month, said the major challenges this year are the war in the Middle East and elections in the states .",exam|jee|asia|agencies|deployment,Politics,0.2877,True,0.09,4776,430
‘I have moved on (from autobiography row)… no harm if manuscripts are vetted before publication’: General Naravane to Express," Former Army Chief General Manoj Mukund Naravane says he has put the controversy over his unpublished autobiography behind him . His target is now to write one book a year, and the books will be in various genres – both fiction and non-fiction . He did not get into specifics about whether copies of his unpublished title were actually printed or not .",autobiography|manoj|vetting|significance|agreed,Entertainment,0.2616,True,0.1021,3446,352
"Dalit groom dragged off horse, attacked mid-procession in Madhya Pradesh: ‘They said it’s not for us’"," Golu Ahirwar was taking part in his Rachwai, a customary ritual, when his procession was stopped in a narrow lane . According to his family, a vehicle was deliberately parked to block the route . When relatives asked for passage, a group of local men confronted them and escalated the situation into violence . Video footage from the scene shows the procession breaking into chaos as the attackers target the groom and those accompanying him .",ahirwar|horse|wedding|forcibly|prevention,Technology,0.2546,True,0.1743,2548,444
ASI begins drilling into Konark Sun Temple to remove 100-year-old British-era sand," Archaeological Survey of India has begun drilling a passage into the Jagamohan (assembly hall) of the 13th-century Konark Sun Temple to remove sand packed inside by the British over a century ago . Officials said successful drilling is crucial for sand removal . Once the passage is drilled, sand removal will begin manually .",drilling|jagamohan|asi|passage|1903,Technology,0.528,True,0.1474,2218,327
"Temple, township, skills: What Bihar’s first cabinet meeting under Samrat Choudhary proritised"," Cabinet meeting was first in a decade without Nitish Kumar at the helm . Meeting focused on reforms in registration, tourism, skill training, urban planning, policing, disaster response and land allocation . Cabinet approved procurement of over 4,000 two-wheelers for police personnel, including 1,500 scooters for women personnel or “police didi”",scooters|patna|transfers|reclassifying|incubation,Politics,0.313,True,0.1037,3355,348
"West Bengal reports over 91% voting, 84% in Tamil Nadu"," West Bengal saw an overall voter turnout of 91.35 percent in Phase 1 of the polls . Tamil Nadu went to polls on April 23 for 234 election constituencies, with the key constituencies being Kolathur, Edappadi, Tiruchirappalli East, Coimbatore South, and Dr Radhakrishnan Nagar . The counting of votes for both the states – as well as Assam, Kerala, and Puducherry – will take place on May 4 .",nadu|turnout|phase|behar|persisting,Politics,0.525,True,0.1763,2218,391
"Along a shiny new expressway, a sole house and its lone caretaker are the face of an old fight"," Jaipal Singh has been guarding a two-storey house spread across almost 1,600 sq m in Mandola near Loni in Ghaziabad . The house falls in the middle of a service road for the Delhi-Dehradun Expressway, inaugurated by Prime Minister Narendra Modi on April 14 . Singh, 46, has been working at the house since 2022, after its owner died .",jaipal|highways|imminent|metres|nhai,Politics,0.3095,True,0.0699,4792,335
Tamil Nadu Election 2026 Live Updates: State records 84.29% voter turnout as polling concludes, Tamil Nadu Election 2026 Live Updates: State records 84.29% voter turnout as polling concludes . Tamil Nadu election 2026 live updates from polling stations across the state . State recorded 84.30% voter turnouts as polling ends in Tamil Nadu .,turnout|nadu|2026|updates|concludes,Politics,0.8453,False,2.6064,94,245
West Bengal Election 2026 Live Updates: Voting ends across 152 seats in West Bengal Phase 1 with 92.25% turnout," West Bengal Election 2026 Live Updates: Voting ends across 152 seats in West Bengal Phase 1 with 92.25% turnout . West Bengal election 2026 live updates from West Bengal elections 2026 . Voting in Phase 1 of West Bengal phase 1 was held in the state capital, Kolkolkata .",bengal|turnout|2026|updates|phase,Politics,0.9014,False,2.4505,111,272
"MP Cabinet clears 4x land compensation, eyes faster project rollout and fewer protests"," Madhya Pradesh Cabinet clears a sweeping set of decisions that attempt to fuse welfare politics with infrastructure-led growth . The move is a politically sensitive intervention in a state where agrarian distress and land conflicts have long shaped electoral outcomes . The Cabinet simultaneously cleared Rs 33,985 crore for infrastructure spanning irrigation, roads, health and education .",madhya|infrastructure|yadav|recalibrated|fair,Politics,0.7964,False,0.1508,2592,391
India International Water Week in Sept," The 9th edition of India International Water Week (IIWW-2026) will be held on the theme ‘Climate Resilient Water Management’ from September 22-26 this year . The event, organised by the Union Ministry of Jal Shakti, will include 49 sessions across various themes in the water sector .",climate|ministerial|jal|wednesday|plenary,Politics,0.3187,True,0.3765,757,285
